"Height","Roughness","Segregation","Diversity"
-12.9505030152656,-16.1180956509583,-1.60943741243423,-0.0689927643441001
-12.9469506315782,-16.1180956509583,-1.60943741243423,-0.0689927643441001
-13.0110805334042,-16.1180956509583,-1.57664760574026,-0.0689927643441001
-12.8052254206282,-16.1180956509583,-1.54044457428059,-0.100083348030673
-12.8058489801241,-16.1180956509583,-1.54044457428059,-0.100083348030673
-12.7884988235487,-16.1180956509583,-1.51268531742249,-0.129277301281547
-12.9331787587224,-16.1180956509583,-1.36245344367793,-0.170769373335504
-12.6327421870057,-16.1180956509583,-1.39176343473072,-0.194516708415388
-12.5734694350059,-16.1180956509583,-1.39176343473072,-0.194516708415388
-12.534034081975,-16.1180956509583,-1.28714655060443,-0.252671006515859
-12.4987854844272,-16.1180956509583,-1.21997280696276,-0.28865921734586
-12.4965762948888,-16.1180956509583,-1.21997280696276,-0.28865921734586
-12.464449669616,-16.1180956509583,-1.13617132607151,-0.339778208925318
-12.4661608222517,-16.1180956509583,-1.13617132607151,-0.339778208925318
-12.384562193856,-16.1180956509583,-0.942561974157799,-0.461585513672783
-12.3841830815527,-16.1180956509583,-0.942561974157799,-0.461585513672783
-12.4123757957485,-14.5464800698693,-0.895899963253437,-0.498951396987832
-12.5949451848361,-13.6225056881891,-0.895899963253437,-0.498951396987832
-12.3742676535262,-13.803268795042,-0.862226784442978,-0.527589085936901
