"Height","Roughness","Segregation","Diversity"
-12.9065038905926,-16.1180956509583,-1.60943741243423,-0.0689927643441001
-12.7736661711605,-16.1180956509583,-1.41039150294294,-0.168136803492146
-12.9139574939766,-16.1180956509583,-1.26956973087961,-0.195744455504481
-12.5198873535746,-16.1180956509583,-1.22168869228929,-0.272598140579453
-12.4969630592089,-16.1180956509583,-1.22168869228929,-0.272598140579453
-12.4150919157864,-15.0068830803145,-0.979032569881715,-0.429853178311164
-12.5015132712022,-14.1748203987683,-0.979032569881715,-0.429853178311164
-12.4176300759127,-13.6072668957066,-0.85460946654039,-0.52957302086636
-12.4063845831314,-13.5863054679784,-0.85460946654039,-0.52957302086636
-12.2888170951795,-13.2563517142504,-0.786113261135533,-0.595164077493561
-12.056927099083,-13.2135938017192,-0.733945666808013,-0.646698274258585
-12.0101159160952,-13.1552856568001,-0.733834752427818,-0.646698274258585
-11.7593792894339,-13.1122499325501,-0.70195201827451,-0.680630278529543
-11.6593706832642,-13.2303418077363,-0.700952142661303,-0.680630278529543
-11.6009282496057,-12.6734357917366,-0.686377112092996,-0.696810336486086
-11.6132739507491,-12.5151216171372,-0.683483970157023,-0.696810336486086
-11.4162592277548,-12.5803765676473,-0.675007243293148,-0.70603357260109
-11.3038295272041,-12.7131370321837,-0.66929156993964,-0.70603357260109
-11.2175658588984,-12.3377849936872,-0.668614733065908,-0.711834019704139
