"Height","Roughness","Segregation","Diversity"
-12.9058706941621,-16.1180956509583,-1.60943741243423,-0.0689927643441001
-12.8037729283594,-16.1180956509583,-1.54044457428059,-0.100083348030673
-12.9785375299758,-16.1180956509583,-1.39586340828997,-0.132171658978055
-12.6450657888731,-16.1180956509583,-1.37304873963311,-0.195744455504481
-12.6362176113101,-16.1180956509583,-1.37304873963311,-0.195744455504481
-12.4876215642785,-16.1180956509583,-1.01435166929283,-0.399985493163222
-12.4259600039991,-16.1180956509583,-1.01435166929283,-0.399985493163222
-12.5239426220666,-13.5526963947164,-0.61410378841951,-0.751069616366067
-12.5446638054847,-13.389964008338,-0.61410378841951,-0.751069616366067
-12.2854514069981,-13.3274014530547,-0.338750650406449,-1.23234656974549
-12.1678911677077,-13.1615031651809,-0.17810672918776,-1.80551767708732
-12.0142206480048,-13.3844663437044,-0.17810672918776,-1.80551767708732
-11.805510649164,-13.2422247116238,-0.0913549835790114,-2.43446545680057
-11.68259720908,-13.2972007480091,-0.091353388940607,-2.43446545680057
-11.4763442900272,-13.4114590970758,-0.0492702614828422,-3.03270300435789
-11.5551458892187,-12.6529293306741,-0.0492506032923188,-3.03270300435789
-11.4160994087134,-12.5454193635032,-0.0263496014254936,-3.64815647351228
-11.2998390576135,-12.5979301173832,-0.0263310466908409,-3.64815647351228
-11.2258609754563,-12.3045368633035,-0.014876027560531,-4.22155964169339
