"Height","Roughness","Segregation","Diversity"
-12.9135694918418,-16.1180956509583,-1.60943741243423,-0.0689927643441001
-12.8159321735648,-16.1180956509583,-1.54044457428059,-0.100083348030673
-12.9491237702823,-16.1180956509583,-1.51846567770674,-0.110665456185398
-12.7526097337383,-16.1180956509583,-1.44513443690049,-0.154150563160598
-12.7494999764807,-16.1180956509583,-1.44513443690049,-0.154150563160598
-12.5778037960058,-16.1180956509583,-1.19392213847249,-0.29783430922193
-12.5670769476301,-16.1180956509583,-1.19392213847249,-0.29783430922193
-12.5318484930352,-14.4727366940642,-0.777665904937148,-0.578710154274286
-12.4815597794336,-14.4759717920639,-0.777665904937148,-0.578710154274286
-12.4864550256822,-13.5766196496824,-0.450285991312183,-0.994641630977133
-12.3116462950105,-13.6101799187431,-0.243120359431179,-1.52284448281723
-12.2785996117225,-13.7206302889547,-0.243120359431179,-1.52284448281723
-12.2093599762191,-13.4641022128819,-0.127528382995369,-2.11710050994958
-12.1772600763438,-13.3653953821031,-0.127528382995369,-2.11710050994958
-12.0832687245295,-13.0648433606136,-0.0674780631067917,-2.7267525969514
-11.9394812510558,-13.40146233599,-0.0674773909984277,-2.7267525969514
-11.7595853069503,-13.4627959364255,-0.037670783892497,-3.29624420221982
-11.6846151410407,-13.5351839377541,-0.0376679988235095,-3.29624420221982
-11.5237705104612,-13.7837789576485,-0.0196272856345645,-3.9409608069708
