"Height","Roughness","Segregation","Diversity"
-12.9568887702285,-16.1180956509583,-1.60943741243423,-0.0689927643441001
-12.7732414860878,-16.1180956509583,-1.43508410528941,-0.154150563160598
-12.9017470167481,-16.1180956509583,-1.35812309526438,-0.154150563160598
-12.6802423809573,-16.1180956509583,-1.25276261849543,-0.241161929544169
-12.6351014087411,-16.1180956509583,-1.25276261849543,-0.241161929544169
-12.5949325857126,-16.1180956509583,-1.08956215585094,-0.343771398077193
-12.5937436125892,-16.1180956509583,-1.08956215585094,-0.343771398077193
-12.5095166877412,-16.1180956509583,-1.01473052882538,-0.405464958108176
-12.5097854597905,-16.1180956509583,-1.01473052882538,-0.405464958108176
-12.4790870822827,-15.0785718728632,-0.844377917630835,-0.526542870354484
-12.5162070285905,-14.2718038055034,-0.759606022937425,-0.604907463769867
-12.509873530862,-14.2292291324148,-0.759606022937425,-0.604907463769867
-12.5807722622633,-13.611548847474,-0.663601104006883,-0.704100064197812
-12.577916573263,-13.6135850864266,-0.663601104006883,-0.704100064197812
-12.4719329540442,-13.5235344680157,-0.603786959743071,-0.776865669627366
-12.4707204553038,-13.5263328545263,-0.603786959743071,-0.776865669627366
-12.4081907880386,-13.5801784653758,-0.546571162730328,-0.854192738487345
-12.3982305812701,-13.6109546114075,-0.546571162730328,-0.854192738487345
-12.3805903318856,-13.6264097133838,-0.511374434293982,-0.904201636965661
