"Height","Roughness","Segregation","Diversity"
-12.9073713597494,-16.1180956509583,-1.60943741243423,-0.0689927643441001
-12.7232047802651,-16.1180956509583,-1.33222676090232,-0.216222984331713
-12.8296273477366,-16.1180956509583,-1.28093348546213,-0.216222984331713
-12.5855875906326,-16.1180956509583,-1.21302654167589,-0.272598140579453
-12.5791836386254,-16.1180956509583,-1.21302654167589,-0.272598140579453
-12.4801856489377,-14.475224509828,-0.943182827910731,-0.456900903866717
-12.4685674765211,-14.4022452363982,-0.943182827910731,-0.456900903866717
-12.462579358995,-13.7800980483607,-0.843134419888416,-0.538256200982026
-12.4471174728551,-13.728203224774,-0.843134419888416,-0.538256200982026
-12.256661065593,-13.3892111257473,-0.762954566483189,-0.616129264010544
-12.1192149970228,-13.2325535782079,-0.723555016131424,-0.657519078381905
-12.0980792090524,-13.2228442900696,-0.723598204873531,-0.657519078381905
-11.8360363236925,-13.4148333440444,-0.705700845363029,-0.677804143533546
-11.7667719390323,-13.3570344725541,-0.704968900508321,-0.677804143533546
-11.5474637538028,-13.4570471259556,-0.691466776701651,-0.691946831391662
-11.5974909084229,-12.7620732765531,-0.688675880463652,-0.691946831391662
-11.5078257122711,-12.5693204300697,-0.689191141064527,-0.692037183367957
-11.4148932497615,-12.6361923312212,-0.683302048872727,-0.692037183367957
-11.2756898858941,-12.5243001477249,-0.68428202465272,-0.695770893780004
