"Height","Roughness","Segregation","Diversity"
-12.9492667396383,-16.1180956509583,-1.60943741243423,-0.0689927643441001
-12.76499807182,-16.1180956509583,-1.43508410528941,-0.154150563160598
-13.0224166901049,-16.1180956509583,-1.23623332228192,-0.176623416361142
-12.5848921226014,-16.1180956509583,-1.18199357152026,-0.280301832801226
-12.5839887366532,-16.1180956509583,-1.18199357152026,-0.280301832801226
-12.4218866239118,-16.1180956509583,-0.969779153088912,-0.430782762246312
-12.4144640468632,-16.1180956509583,-0.969779153088912,-0.430782762246312
-12.3825919480056,-14.5702076633014,-0.859440011029129,-0.521556057646362
-12.3841536860356,-14.543242972133,-0.859440011029129,-0.521556057646362
-12.4342382864522,-13.5770828073864,-0.734786293961642,-0.638955938497594
-12.3104684858961,-13.267494429799,-0.659180350894527,-0.718956465608205
-12.2794999775771,-13.3437988357505,-0.659180350894527,-0.718956465608205
-12.1912330325948,-13.3996355516076,-0.620899353667687,-0.766808220636783
-12.2054539036571,-13.4191425523641,-0.620899353667687,-0.766808220636783
-12.134067692696,-13.1354802954716,-0.596611964589948,-0.7972906424321
-12.0900645945979,-13.1136396849719,-0.596562391677788,-0.7972906424321
-11.8828521118704,-13.2556871772418,-0.584572808067991,-0.812824788770799
-11.8378766149223,-13.3610386316269,-0.582961270484776,-0.812824788770799
-11.6600483477156,-13.4154696270242,-0.573250046747398,-0.825406426122366
