"Height","Roughness","Segregation","Diversity"
-12.9467358423309,-16.1180956509583,-1.60943741243423,-0.0689927643441001
-12.7653275985743,-16.1180956509583,-1.43508410528941,-0.154150563160598
-13.0208361996069,-16.1180956509583,-1.23623332228192,-0.176623416361142
-12.5844628103209,-16.1180956509583,-1.18199357152026,-0.280301832801226
-12.5834559639731,-16.1180956509583,-1.18199357152026,-0.280301832801226
-12.4511673706144,-16.1180956509583,-1.06250699466433,-0.380055246346248
-12.4485967932081,-16.1180956509583,-1.06250699466433,-0.380055246346248
-12.4525595451014,-13.904875247277,-0.859440011029129,-0.521556057646362
-12.3967531209457,-14.0950115204773,-0.859440011029129,-0.521556057646362
-12.4027500359697,-13.6147631381728,-0.737088361962492,-0.637162410398032
-12.2752735243634,-13.2898715346552,-0.662258757306227,-0.716210746834205
-12.3175847397051,-13.2402430117087,-0.662258757306227,-0.716210746834205
-12.1544016001662,-13.1485937007045,-0.624185815311143,-0.763291787724354
-12.1484270951753,-13.1535868399688,-0.624171256598847,-0.763291787724354
-11.97319296452,-13.3771419724794,-0.60277301269826,-0.790135789446396
-11.9310799943169,-13.4321284336785,-0.602347829806893,-0.790135789446396
-11.7389116151431,-13.4847012106996,-0.592168126533312,-0.803009118305963
-11.6947794111111,-13.542348241283,-0.589933033871182,-0.803009118305963
-11.5538190349686,-13.4509424225575,-0.583545157872609,-0.811426831693696
