"Height","Roughness","Segregation","Diversity"
-12.9502579951302,-16.1180956509583,-1.60943741243423,-0.0689927643441001
-12.9456123070008,-16.1180956509583,-1.60943741243423,-0.0689927643441001
-13.011663143451,-16.1180956509583,-1.42711593897357,-0.112795382205052
-12.799158767784,-16.1180956509583,-1.46623082099877,-0.14548451933596
-12.7973768497262,-16.1180956509583,-1.46623082099877,-0.14548451933596
-12.6719025967002,-16.1180956509583,-1.39074830968364,-0.195744455504481
-12.6712756562065,-16.1180956509583,-1.39074830968364,-0.195744455504481
-12.5832197208329,-16.1180956509583,-1.35644100973499,-0.21936270394601
-12.5694356188474,-16.1180956509583,-1.35644100973499,-0.21936270394601
-12.5175830375145,-16.1180956509583,-1.27125124279214,-0.265294831313262
-12.3896969705583,-16.1180956509583,-1.04511737967284,-0.392074472985126
-12.3885254109316,-16.1180956509583,-1.04511737967284,-0.392074472985126
-12.3038663066229,-16.1180956509583,-1.01014725792137,-0.424183815927293
-12.3048040711274,-16.1180956509583,-1.01014725792137,-0.424183815927293
-12.2171356151363,-16.1180956509583,-0.938031367709148,-0.472638365499682
-12.2415315471771,-15.3142661407466,-0.938031367709148,-0.472638365499682
-12.2750088757641,-14.4685893078619,-0.831918082661848,-0.552583144072639
-12.3534350953905,-14.092797658705,-0.831918082661848,-0.552583144072639
-12.2943067333625,-13.5951041934965,-0.794779995469171,-0.590080218617628
