"Height","Roughness","Segregation","Diversity"
-12.9087482779467,-16.1180956509583,-1.60943741243423,-0.0689927643441001
-12.7089883023989,-16.1180956509583,-1.33222676090232,-0.216222984331713
-12.948331922074,-16.1180956509583,-1.18562333838507,-0.244196832852476
-12.4709896855584,-16.1180956509583,-1.06087167179642,-0.367724635680883
-12.4617982745812,-16.1180956509583,-1.06087167179642,-0.367724635680883
-12.404368474333,-15.2101597234669,-0.938269383037407,-0.464485127387805
-12.4002107029895,-15.1841103946291,-0.938269383037407,-0.464485127387805
-12.4033944658506,-13.5911885013603,-0.77891742474769,-0.593412033759829
-12.4065070133643,-13.5739739998532,-0.77891742474769,-0.593412033759829
-12.1940382304642,-13.5287001045479,-0.6898121085493,-0.686905491703822
-12.0122585758202,-13.6503331857282,-0.638574084600045,-0.745826244801311
-12.1034468357742,-13.2909169073776,-0.638574084600045,-0.745826244801311
-11.914888412807,-13.3200195438661,-0.613663679743046,-0.776920352972404
-11.8665733522143,-13.4963429391827,-0.613606483418806,-0.776920352972404
-11.7375064238599,-13.4866690811637,-0.601328722349823,-0.79261865410408
-11.6888688655166,-13.5787199592541,-0.600484850435025,-0.79261865410408
-11.5628073768794,-13.1319046697882,-0.59307350814148,-0.801200874593274
-11.6469292510597,-12.6250341726111,-0.590304689661764,-0.801200874593274
-11.5495357200502,-12.5594707429951,-0.588511831791339,-0.806072276141611
