"KsHET","Ko2HET","Kno2HET","Kno3HET","Knh4AOB","Ko2AOB","Kno2NOB","Ko2NOB","MumHET","MumAOB","MumNOB","etaHET","bHET","bAOB","bNOB","bEPS","YHET","YAOB","YNOB","YEPS","Y1","Do2","Dnh4","Dno2","Dno3","Ds","diffT","s","o2","no2","no3","nh4","y1","y2","y3","y4"
0.655187610309881,0.851603031971419,0.73083848082264,0.326087544452614,0.217863881899243,0.726434506978654,0.704472964284979,0.838091413915596,0.555399483848926,0.291589833752101,0.242758801299394,0.770485513217499,0.902474493645655,0.146313706787656,0.0798080604094863,0.861886613558554,0.964334459271055,0.533101305698659,0.949466488648987,0.769278032112058,0.0775292130203755,0.225709443300019,0.410734878434259,0.215829650552653,0.0969363704502018,0.68594092187965,0,0.971165736125182,0.624766840627927,0.957111462294434,0.977159172019986,1,-9.87112071216912,-2.55761775882461,11.4064598945198,-25.5755237498719
0.801033396091659,0.635403917999274,0.448368780253968,0.570465035630662,0.420932609614873,0.255958366678486,0.295502208680486,0.92148143510803,0.478539574497381,0.296678904818587,0.828963046636504,0.681054362111634,0.326254503714498,0.632722553718597,0.486422833670542,0.703819308081912,0.381605798184021,0.987069420995609,0.88912322395803,0.437290972931675,0.858472607219612,0.565491795280346,0.306897194964123,0.57400622117414,0.507169275546829,0.761529609101293,0.377899853613776,1,0.616175510235405,0.954758568324362,0.976184908973065,1,-12.6188871288252,-1.34977037586259,3.28091121578765,-33.839366718775
0.84086329285158,0.15056173441351,0.599597044907815,0.110672303993469,0.440089641768104,0.546866689988184,0.253337668253972,0.179729238748815,0.247403481442918,0.0903036648282641,0.503455833976799,0.406665011283016,0.788228153471062,0.129514426641316,0.312438696288692,0.176846372605516,0.19786676630181,0.469423028744848,1,0.0160010233634913,0.218762062128957,0.913065078774428,0.810577206140146,0.794260919230989,0.595282088709579,0.983439750939848,0.298629259525875,0.999990728821857,0.616167470572092,0.954758568324362,0.976184908973065,1,-11.837116951363,-1.90890164579509,5.65108468565575,-31.4786483797241
0.874405365565602,0.0967738427194188,0.559715053468148,0.0482896056766988,0.97146112659079,0.075967793958431,0.764380584796248,0.824874040188942,0.745400933263948,0.0948068672787279,0.734150187654668,0.547220640234895,0.0717426996177487,0.0465197408994115,0.649364181485667,0.220312964747423,0.750840389009975,0.372856004364197,0.0515074900623471,0.885865290952076,0.30965477092694,0.765558548491782,0.568262877785595,0.624588897914588,0.350167268926011,0.94900376607612,0.974705531141646,0.732410075480115,0.621605450112123,0.954758568324362,0.976184908973065,1,-8.91221641176438,-2.75840334922648,14.2510840475805,-22.8642612441427
0.309236252097608,0.776979857089961,0.599841396561503,0.907299945086608,0.635687291687217,0.894108796386208,0.743227583248587,0.764945080493297,0.509803903845892,0.965658617850638,0.15445251287491,0.02672888151365,0.00180567969954007,0.444350297917637,0.587264822921492,0.472956864171606,0.279019416511719,0.388846667233707,0.0237151866292483,0.804320769322749,0.329396059244169,0.062764660982456,0.303587378788909,0.830274615732817,0.0844123595784473,0.514677027655453,0.157192085259976,1,0.616174779356922,0.954758568324362,0.976184908973065,1,-12.4451485780148,-1.37985166301006,3.35340671782581,-33.3636875843188
0.00953204325846096,0.543170847843744,0.00410915101646082,0.359873803244129,0.0679371675504961,0.0880217233032768,0.474655199095778,0.584835781259024,0.361645615099369,0.832312821992995,0.406600100404055,0.00339770476216377,0.920762675644382,0.910746675138443,0.11136204014792,0.131262496995686,0.321145284610684,0.429313431832522,0.166437198939396,0.11801074310601,0.62931598308278,0.00902573920545606,0.0871146342103071,0.923285524121416,0.30563345426752,0.195869670772758,0.853089206633332,1,0.616175510235405,0.954758568324362,0.976184908973065,1,-13.0657005954026,-0.752175571645745,1.6094379124341,-34.8334963754391
0.128973153496494,0.800747288246353,0.97084785626229,0.216393163675908,0.0487247495680398,0.386312239885033,0.945059196125165,0.147472989701121,0.69473469666726,0.0328652204486201,0.232132085028447,0.588093629592726,0.263335644382877,0.873081401952302,0.786522254340252,0.196188162295668,0.0946948082996951,0.417370034597199,0.651869872791504,0.00953219087325631,0.981334753888283,0.668323405779976,0.422506876426578,0.399183104121436,0.0391938755230811,0.106329942634448,0.98967923012468,0.999986693132547,0.61617054026172,0.954758568324362,0.976184908973065,1,-12.4601619315464,-1.21876858423563,3.28091121578765,-33.2287216105849
0.743582104447022,0.375535018627154,0.406507357481932,0.872336973569905,0.642901284815466,0.595568557051404,0.61344133053745,0.931102641844923,0.6422022898284,0.819404869324802,0.448693115678773,0.0954810179102684,0.774145356236694,0.345660072421192,0.693277324402052,0.330189542324793,0.371283422853234,0.423642766523641,0.245982645550844,0.615606417924135,0.364104731301477,0.427188455950264,0.963826638504731,0.657180969236769,0.558061281934119,0.269118650526051,0.85035734414584,0.999861232277734,0.616137650729983,0.954758568324362,0.976184908973065,1,-11.5948702513656,-1.92833546213703,6.1281783704238,-30.8687514270158
0.828595759335444,0.67475521267934,0.692775609919041,0.868142351788736,0.160177970277961,0.400826937214865,0.899296549878378,0.818366333809111,0.415871655227752,0.759700497840076,0.62596644961511,0.861007628012005,0.301266346120348,0.554086478469686,0.902129052235864,0.522462448541608,0.653695616393344,0.614577686769089,0.445872517761398,0.0325042833875108,0.721245168491008,0.819320716633713,0.706251720286602,0.987123272354287,0.542395874463344,0.144290456915566,0.604107790556197,0.999998036691687,0.616175510235405,0.954758568324362,0.976184908973065,1,-12.3446119177647,-1.58059800500019,3.54961738678043,-32.6764662075136
0.437443012635479,0.173444012278404,0.638490097163879,0.488494759515724,0.531935222508805,0.197165569278383,0.962956868136364,0.874231317587997,0.728766518204875,0.375889041490372,0.456897545118329,0.148362992134209,0.879092853016657,0.179118729305033,0.952143817230288,0.223407919530914,0.0686945492741578,0.396004886159559,0.398904835434305,0.476049360037034,0.368294685335192,0.74403149090442,0.0333986274146967,0.109433540468625,0.576773978357633,0.531629988731851,0.978705986158407,0.804689516424437,0.512428478972443,0.900041360067164,0.957353532370146,1,-9.22024385797511,-2.81462242668959,13.2815612984531,-24.0726150072253
