"FD","Fractal","nparticle","mass"
-13.0434834049393,-0.809243872389393,1.79175946922805,-34.8314863928889
-13.0274295277203,-0.8099885849141,1.79175946922805,-34.7789926591304
-13.1743311756376,-0.895998580447492,1.79175946922805,-35.2643914298644
-12.9736734325502,-0.995467487717184,2.17475172148416,-34.6413969964526
-12.9342079921811,-0.990700468305397,2.17475172148416,-34.5118382313119
-12.8975118018284,-1.02795254614803,2.30258509299405,-34.4605404260996
-12.8703525094094,-1.00410931992855,2.30258509299405,-34.3657348983181
-12.8395690902543,-1.1376240023464,2.484906649788,-34.2602613455177
-12.805028297176,-1.12398093617667,2.484906649788,-34.1439438837196
-12.7590996451221,-1.18377076912208,2.65324196460721,-34.0117763696714
-12.6684074250132,-1.32759144780458,3.09104245335832,-33.8400790957925
-12.6300723069328,-1.30722682834803,3.09104245335832,-33.6982046743711
-12.5615372012209,-1.44201725138339,3.45315712059287,-33.5275400180306
-12.5189913163255,-1.41438455276324,3.45315712059287,-33.3692085142412
-12.469928184936,-1.49586083601298,3.63230910262554,-33.2001787095616
-12.420054431912,-1.46910330990878,3.63230910262554,-33.0250900447958
-12.3505735104068,-1.58544204224137,3.94739014926544,-32.8316691015951
-12.296731956044,-1.55950252004372,3.94739014926544,-32.6450821675371
-12.1798291902148,-1.68175385042553,4.52396013056255,-32.4099926348047
-12.130038086815,-1.64604182658569,4.52396013056255,-32.2207158748342
-12.0560584308098,-1.75107540718241,4.84418708645859,-32.0109995888784
-11.9971863730974,-1.85079853558885,5.10594547390058,-31.810159681484
-11.9414104718507,-1.82128624585678,5.10594547390058,-31.6094521051178
-11.8460594587629,-1.91995303481288,5.54673872504651,-31.3789420455566
-11.7909394666396,-1.88658683913224,5.54673872504651,-31.1761689094353
-11.6786687500547,-1.98931784907123,6.07488615524705,-30.9301603959624
-11.6267977354747,-1.95008387862992,6.07488615524705,-30.7285875725437
-11.5552830669901,-2.0400192289795,6.37229537425779,-30.5113630777528
-11.499390891136,-2.0047616228129,6.37229537425779,-30.3048835105199
-11.4247397180824,-2.09884750611974,6.70808408385307,-30.0843292299698
-11.318672467018,-2.18600499987179,7.19878175268431,-29.8400893814683
-11.2652699180922,-2.14885265982548,7.19878175268431,-29.6348283882151
-11.1650556570475,-2.23383909799561,7.650168700845,-29.3940091739833
-11.1126269667044,-2.19457695133105,7.650168700845,-29.1893843990386
-11.0405833249797,-2.27620763064782,7.95850697129875,-28.9697139381304
-10.9843755894561,-2.24141455958132,7.95850697129875,-28.7615940908294
-10.8996316281534,-2.32035702007961,8.34593026197902,-28.5328503419592
-10.8424607533421,-2.28670890851063,8.34593026197902,-28.3241657605157
-10.7399768417816,-2.35894305699382,8.83363763253567,-28.082896494397
-10.6851995810807,-2.32197348115012,8.83363763253567,-27.8768614983487
-10.5981029234017,-2.39563996773369,9.22495308434403,-27.6475847218334
-10.5232265594792,-2.47104238510047,9.55520585795542,-27.4278007744872
-10.4687521162822,-2.43652575454663,9.55520585795542,-27.2238258766675
-10.37738740549,-2.50405021614063,9.97417898065866,-26.9938256087127
-10.3239650336754,-2.46913267430948,9.97417898065866,-26.7929335607774
-10.22713145991,-2.53394492097188,10.4199214206597,-26.5616133271287
-10.1763433358793,-2.49756489039989,10.4199214206597,-26.3666863344136
-10.0977289897689,-2.56448017025204,10.7727621457267,-26.1531747732788
-10.0475842879456,-2.53062985926811,10.7727621457267,-25.9644324053214
-9.97493151556747,-2.59490368870468,11.1056547276944,-25.7627306702505
-9.88744692679635,-2.65158866791922,11.5029983538475,-25.5541340811675
-9.84401724049274,-2.61877757420879,11.5029983538475,-25.3842833426355
-9.76221258498412,-2.67261308430453,11.8716077927652,-25.1899474655371
-9.72310669082035,-2.64017005001098,11.8716077927652,-25.0343820801538
-9.65910163666644,-2.69277433837694,12.1594892945563,-24.8646286409489
-9.62223170619415,-2.66213919012667,12.1594892945563,-24.7199303035482
-9.56188150433109,-2.71057186706374,12.4359121289711,-24.5635050547669
-9.52792678743802,-2.68125570930352,12.4359121289711,-24.4310171939838
-9.46079347568275,-2.72462984216835,12.7479660295751,-24.277837140064
-9.43084253721313,-2.69489101698105,12.7479660295751,-24.1579344511
-9.37065504594632,-2.73687040634768,13.0242229562428,-24.0181729683109
-9.3201830048197,-2.77575211585072,13.2450371892489,-23.8896304110141
