"FD","Fractal","nparticle","mass"
-13.0541351601159,-0.794822391076882,1.79175946922805,-34.8657613940285
-12.948854187208,-0.987182552613413,2.19722457733622,-34.6593713678597
-12.931425941671,-1.02898615351864,2.19722457733622,-34.7287907777603
-12.7866785574107,-1.15531984102865,2.56494935746154,-34.3046074156199
-12.7388056332288,-1.10748297322606,2.56494935746154,-34.1113345670427
-12.591021038775,-1.36448149543318,3.13549421592915,-33.8077881351472
-12.5327320362916,-1.2834749931047,3.13549421592915,-33.5541560696032
-12.3648433825358,-1.51791209094485,3.71357206670431,-33.1828840624979
-12.2991744971611,-1.4261902828934,3.71357206670431,-32.8850333040748
-12.1227606568177,-1.65008771694417,4.33859707674655,-32.4738867270324
-11.9331742092452,-1.85860446295211,4.99179220629478,-32.0332116007157
-11.8722576502678,-1.76584117262441,4.99179220629478,-31.7175014558086
-11.6800053913826,-1.96468402402646,5.66434840541079,-31.2633759589998
-11.6161026112533,-1.87031397630736,5.66434840541079,-30.9364040705586
-11.424265082469,-2.05735110562287,6.34598717647857,-30.4791390667012
-11.3581118037585,-1.96330098860288,6.34598717647857,-30.1465279033294
-11.1695122656937,-2.13856555218274,7.03191792160256,-29.693674566704
-11.1019975571359,-2.04637188559046,7.03191792160256,-29.3609306734073
-10.9180295954439,-2.21207740688741,7.71939635358987,-28.9185778416138
-10.8510518902845,-2.12360383858907,7.71939635358987,-28.5941695537471
-10.6741988423005,-2.28049529573818,8.40782465436087,-28.1714390983346
-10.4953486395021,-2.42610188069725,9.09369418985686,-27.7500601365249
-10.4445229037648,-2.34604660327586,9.09369418985686,-27.4755613014544
-10.2807476736125,-2.48100985572562,9.7706416392027,-27.0939279851658
-10.2368047478676,-2.40710091842943,9.7706416392027,-26.8566032636701
-10.0914929396185,-2.52862428489195,10.4169277553096,-26.5247811686301
-10.0542387833194,-2.45750638617537,10.4169277553096,-26.3213553265833
-9.92958502047609,-2.56729796801727,10.9882206357544,-26.0390776111787
-9.89813690455652,-2.49852869966076,10.9882206357544,-25.8651894408235
-9.79207672193098,-2.60334005465642,11.4625938133192,-25.6228773526373
-9.69196438816659,-2.69005879143367,11.8902036959837,-25.3927107288921
-9.66993770807984,-2.63405382409555,11.8902036959837,-25.258983270253
-9.58431487672191,-2.71419910720309,12.2528207260654,-25.0607138875474
-9.56498808535314,-2.66110689874365,12.2528207260654,-24.9430612509141
-9.48574764993569,-2.73182433716765,12.585980600774,-24.7618228418986
-9.46869491143445,-2.6808388200298,12.585980600774,-24.6571261305391
-9.39864568991392,-2.74821284575867,12.8727223482099,-24.4944788382
-9.38302704368257,-2.69890010820806,12.8727223482099,-24.3983512788782
-9.31748198389818,-2.76167017228706,13.1410873839826,-24.2488173463713
-9.30292709504532,-2.71316333530024,13.1410873839826,-24.15879131878
-9.24243704140686,-2.77411560544226,13.3873853378363,-24.0211256540603
-9.18385994469966,-2.82136054512473,13.6167495711805,-23.8855270410617
-9.17196578731227,-2.78201378812241,13.6167495711805,-23.8072237836439
-9.11698750949109,-2.82815657542345,13.828369131026,-23.6796344854806
-9.1054065453947,-2.78689936040329,13.828369131026,-23.6035621053186
-9.05140546294045,-2.83265180757253,14.0325941849705,-23.4788584114615
-9.04008947752635,-2.78952697443389,14.0325941849705,-23.4046261536225
-8.98727591842204,-2.83795324198407,14.2289905277532,-23.2812538615309
-8.97604893930427,-2.79369018724602,14.2289905277532,-23.2079388555703
-8.92237420185768,-2.84328051933586,14.4233228645087,-23.0819789388372
-8.86939262698699,-2.88749839908248,14.6187228452186,-22.9589870563657
-8.85914531430979,-2.85149582383489,14.6187228452186,-22.8889404008749
-8.80772434039657,-2.89484446342773,14.8104030213428,-22.7691001341637
-8.79767149327379,-2.85842678134693,14.8104030213428,-22.7005631107873
-8.74817951635697,-2.90155436555213,14.9962559832207,-22.5854614333245
-8.73827951306994,-2.86491941408665,14.9962559832207,-22.5181876563029
-8.69070620345869,-2.90699187941209,15.1758834674052,-22.4081018548944
-8.68126692002567,-2.87101639874038,15.1758787209399,-22.3438668040836
-8.63506270604107,-2.91247859876017,15.3499675096086,-22.2373197277994
-8.62613510752698,-2.87712260821797,15.3498612805059,-22.1762208423117
-8.58410456501488,-2.91702261661168,15.5108865660721,-22.0798635753903
