"FD","Fractal","nparticle","mass"
-9.7519934473929,-2.65370758403955,11.9068563084642,-25.286423800521
-12.5744257537223,-1.29188827012834,3.28091121578765,-33.6489579086147
-11.7949336639836,-1.8696743713534,5.65108468565575,-31.3029344509327
-8.83724505660194,-2.82905644462782,14.5390608444353,-22.6859309482702
-12.2982586563743,-1.58886686625504,3.91202300542815,-33.0370953555511
-13.0294755919939,-0.812438991045482,1.79175946922805,-34.7868801002263
-12.2773527567722,-1.44483542136875,3.91601502669768,-32.781497118877
-11.4442608731974,-2.08284722404937,6.70735121463742,-30.5089640289039
-12.2581955758721,-1.71380618730743,4.00369019395397,-32.4157105671199
-9.20619547567467,-2.75883794408749,13.2815612984531,-23.9707972563206
-8.880091517642,-2.82540359555191,14.6849851160673,-22.8500240474827
-9.6268805136619,-2.45673577800701,9.41670392325038,-25.3102148635169
-10.3838111413888,-2.48170668284539,9.90535580626281,-27.3422881905631
-9.07887145332965,-2.76299430332685,14.0453819862731,-23.4159835494918
-9.31344682399685,-2.73106768802711,13.341091113341,-24.2051954498721
-11.4308129547136,-2.08579979681824,6.98749024700099,-30.454664001571
-8.84131563048463,-2.55353960670875,13.9837639539353,-22.5336297227063
-12.1554818051371,-1.65271553948116,4.72206393745959,-32.5800632194931
-11.6505020850139,-1.7286299437288,5.27811465923052,-30.9595752388976
-10.9893478771175,-2.29677387612982,8.22121009392507,-29.1509201440832
-11.4975349398955,-1.94479513480836,5.94489691129165,-30.6349013305018
-12.6401014858886,-1.29899271264578,3.03495298670727,-33.7704804161872
-12.7524285956655,-1.153654959217,2.61006979274201,-34.115265469768
-10.3658836804417,-2.42915401705083,9.12554472027147,-27.3757866666296
-8.72483901732123,-2.88248569045438,15.1266742318279,-22.2910431476705
-9.34395913586015,-2.75113236345192,13.1482922986209,-24.2564388456385
-13.0370274372758,-0.830510131196963,1.79175946922805,-34.7938436972797
-11.4703282870358,-2.19855529238848,6.41999492814714,-30.0477433648579
-12.7353426957757,-1.13621500840257,2.56494935746154,-34.142637601994
-10.0415757746365,-2.58615771412633,10.9423887603155,-26.4300150015631
-11.2789778743297,-2.20362908905383,7.26598900738486,-30.3534151306833
-9.05177059137721,-2.89090432541648,13.9543649582128,-23.6102039964861
-10.8728070457237,-2.24830091011573,8.59040647774364,-28.7669830045879
-9.08572277572891,-2.86058295795999,13.9407139942241,-23.6459271180651
-12.2696080354942,-1.56896893633847,3.93573953204546,-32.9280135166316
-12.5204769148148,-1.47726001123704,3.5945687746427,-33.8234756927693
-11.5278261595183,-2.05984807369265,6.41673228251233,-30.8645505899001
-12.4511604472323,-1.47269497152605,3.67376581630389,-33.379999705135
-10.4546382341606,-2.50513373759636,9.56542405052342,-27.6339720401579
-8.84032625773217,-2.85140372419218,14.7714784372713,-22.8792787967916
-10.7534253699482,-2.24323909586972,7.74370325817375,-28.4845845080033
-12.8303968371888,-1.12109673324485,2.484906649788,-34.4917598350288
-10.4218527620493,-2.42212429856944,9.92836551380203,-27.3249788597111
-10.9931232457884,-2.3806333291189,7.73630709654828,-29.4945906714034
-10.5892464791045,-2.3625709557815,9.35216974096878,-27.8013094347706
-12.3668848392601,-1.54668556797447,3.92395157629342,-33.2373343160312
-11.8585696744567,-1.85388449317655,5.56298666469074,-31.5177248818209
-9.62202384654349,-2.70683248215113,12.0464072877799,-25.1572163097221
-9.84425403645036,-2.68488130757557,10.9646437036047,-25.1691567454953
-10.1283302397558,-2.47457972686736,10.5599396279083,-26.2809446587735
-9.54068406839926,-2.6653966849792,12.5781684740738,-24.6850381541325
-9.83507539295403,-2.31275450829457,10.1033952297011,-25.5195399202115
-11.3275779675234,-2.19158870269136,7.10955261227675,-30.3211615432579
-9.168424206027,-2.82483585832923,13.5797593632672,-23.3511826267597
-10.0903790577195,-2.55119736606346,10.8359744161124,-26.1992237230728
-9.16950707324124,-2.61729434551136,13.2858347132192,-23.6755861883933
-12.3393993204657,-1.3333379368899,3.68386691229039,-32.8925704878566
-9.05581023017631,-2.44941513691063,12.8387221962099,-23.1824561389456
-12.9752450924982,-0.998337850490363,2.19722457733622,-34.7106403950568
-8.84990221937801,-2.85388366538668,14.4548322935792,-22.3202137988669
-13.0474503777595,-0.807802217379601,1.79175946922805,-34.8447506200001
-9.3522879530432,-2.7221531647447,13.0946591344042,-24.0429479447936
-12.6302170451152,-1.36604455549456,3.23474917402449,-33.8238992465495
-10.1699558802769,-2.50737552733444,10.6555496589208,-26.5676179008871
-12.3941875741969,-1.48877644211049,3.70376806660769,-33.2385702441208
-10.3362106148914,-2.52932902862442,10.0922052768353,-27.437531241876
-12.5117594662135,-1.20763842528849,2.99573227355399,-33.2900884357134
-11.7592722799813,-1.88172320601245,5.66157062584689,-31.4190601754117
-10.2252169731994,-2.50522253685606,10.3337298225058,-26.8822145247472
-9.89652733397814,-2.40256337415075,10.1033952297011,-25.8140124081241
-10.3316793254195,-2.52489867175817,10.1211842968931,-27.30065739667
-11.4360783141044,-2.13046160402137,6.1132396040339,-29.9450176134989
-10.5678968927514,-2.41187007652354,9.46526162118448,-28.0115354202742
-8.68935223510915,-2.87779129021572,15.2763751415266,-22.2884352865396
-11.1005351818477,-2.22855573273473,7.61844763875783,-29.5194372254874
-8.69841081405502,-2.89208498063191,14.8549270941208,-21.8508322094196
-12.7687391236993,-1.2204302135189,2.77258872223978,-34.2065875933988
-11.1721698295883,-2.1730661164067,7.76827956895021,-29.696363673392
-12.2225374931207,-1.03305073736407,2.56494935746154,-32.3087405506803
-12.8825719701608,-1.02962692427266,2.28238238567653,-34.4052463505371
-11.9917089943502,-1.74735786801396,4.73444252169223,-31.8051565390702
-9.93914133487589,-2.49484323661714,9.41686661746695,-26.248442182402
-12.6646960856588,-1.25267233311775,2.77258872223978,-34.0265619887495
-11.9333738054207,-1.75401659024524,4.34380542185368,-32.1065050986162
-8.68932584388997,-2.52336850716039,14.3036848463153,-22.0755165993074
-13.0730863106589,-0.903270261150493,1.94591014905531,-35.0475494100532
-12.7554220187844,-1.04985216833004,2.56494935746154,-34.0972469600563
-8.99718137996362,-2.57338735134208,13.6798124769076,-22.9963822371457
-8.87967371529389,-2.15124764938396,12.3595925550351,-22.5445046409427
-9.59890019729901,-2.77201377429734,11.8087542625578,-24.4412219323967
-8.83237217513215,-2.37980810470121,13.2196682936711,-22.615811948612
-9.56674456363121,-2.69954639118009,12.5962400041261,-24.930871424031
-12.0089928311693,-1.8198572322845,5.18626786273941,-32.1885819109666
-12.0278530856855,-1.80951288597913,4.62104353514438,-31.7531161557855
-9.18456017338838,-2.75430099688855,13.6805807022316,-23.5145137340549
-8.72831969157424,-2.66317423063334,14.5256787228585,-22.082780269743
-11.3109482143299,-2.12861281707047,6.1242456583418,-29.5694610573111
-10.2374171279184,-2.50696255039832,9.12778450897162,-27.1595537055483
-9.66393055920264,-2.65907590955607,12.0958413982054,-25.2916779591644
-11.870669592651,-1.79535802829686,5.23003852579474,-31.7016900985435
-9.68222094633836,-2.65946697805321,12.1230072909253,-25.0352660930237
-9.40105086486518,-2.79835232261141,12.8857439327386,-24.6971963081809
-10.3291883182358,-2.30390586897741,8.03138533062553,-27.2858916383652
-8.9314103362515,-2.83740822947326,14.506962552508,-23.0126912523127
